state,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
Oregon,Premium,Undergraduate,Employed,F,Suburban,Single,Personal Auto,L2,Offer3,Agent,Luxury,Medsize
Arizona,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer1,Agent,Sports,Medsize
Nevada,Basic,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,L3,Offer4,Agent,Sports,Medsize
Nevada,Basic,Undergraduate,Employed,F,Rural,Married,Corporate Auto,L3,Offer4,Call Center,Sports,Medsize
Arizona,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,L2,Offer2,Branch,Sports,Medsize
Oregon,Basic,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,L2,Offer1,Agent,Luxury,Small
Arizona,Basic,High School or Below,Employed,F,Rural,Single,Personal Auto,L1,Offer2,Agent,Luxury,Small
Oregon,Premium,High School or Below,Employed,M,Suburban,Married,Special Auto,L1,Offer2,Web,Luxury,Medsize
California,Premium,Undergraduate,Employed,M,Rural,Married,Corporate Auto,L1,Offer2,Branch,Luxury,Small
California,Extended,High School or Below,Unemployed,F,Urban,Married,Corporate Auto,L2,Offer1,Web,Sports,Medsize
Oregon,Extended,Postgraduate,Employed,M,Suburban,Married,Corporate Auto,L3,Offer1,Branch,Luxury,Medsize
Arizona,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,Offer1,Agent,Sports,Medsize
California,Basic,Undergraduate,Employed,M,Rural,Divorced,Personal Auto,L3,Offer2,Web,Sports,Medsize
California,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L2,Offer1,Agent,Sports,Small
California,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,L3,Offer2,Agent,Sports,Medsize
Oregon,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L3,Offer2,Call Center,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L1,Offer2,Call Center,Luxury,Medsize
Oregon,Extended,Undergraduate,Unemployed,F,Rural,Married,Special Auto,L1,Offer3,Web,Sports,Medsize
Washington,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,Offer1,Branch,Sports,Medsize
Nevada,Basic,Undergraduate,Employed,F,Urban,Married,Corporate Auto,L3,Offer2,Call Center,Luxury,Small
Arizona,Basic,Postgraduate,Unemployed,F,Urban,Married,Personal Auto,L3,Offer4,Call Center,Sports,Large
Oregon,Premium,High School or Below,Employed,F,Suburban,Single,Personal Auto,L3,Offer1,Branch,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,M,Suburban,Divorced,Personal Auto,L2,Offer1,Call Center,Sports,Small
Arizona,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,L2,Offer3,Call Center,Sports,Small
California,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,L2,Offer1,Web,Luxury,Small
Oregon,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,L2,Offer2,Call Center,Sports,Medsize
Oregon,Basic,Postgraduate,Employed,F,Suburban,Single,Personal Auto,L2,Offer2,Branch,Luxury,Large
Arizona,Basic,Undergraduate,Employed,F,Rural,Single,Corporate Auto,L1,Offer1,Call Center,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L1,Offer1,Agent,Sports,Medsize
California,Basic,Postgraduate,Employed,M,Suburban,Single,Corporate Auto,L3,Offer2,Agent,Luxury,Medsize
Oregon,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L3,Offer1,Agent,Sports,Medsize
California,Premium,High School or Below,Employed,F,Rural,Divorced,Personal Auto,L2,Offer3,Branch,Sports,Medsize
Oregon,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L1,Offer4,Call Center,Luxury,Medsize
Nevada,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer3,Web,Sports,Medsize
Arizona,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,L2,Offer2,Agent,Sports,Small
California,Extended,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L3,Offer1,Branch,Sports,Small
Nevada,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,L1,Offer2,Call Center,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L2,Offer4,Call Center,Sports,Medsize
Nevada,Premium,Undergraduate,Employed,F,Suburban,Single,Special Auto,L1,Offer1,Branch,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,M,Suburban,Divorced,Corporate Auto,L2,Offer3,Branch,Luxury,Small
California,Extended,Undergraduate,Employed,F,Rural,Married,Corporate Auto,L2,Offer2,Call Center,Sports,Small
Oregon,Premium,Postgraduate,Employed,F,Rural,Married,Personal Auto,L3,Offer4,Agent,Luxury,Medsize
Arizona,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L1,Offer3,Call Center,Sports,Large
California,Extended,Undergraduate,Unemployed,F,Suburban,Single,Special Auto,L3,Offer1,Agent,Sports,Medsize
Oregon,Extended,Undergraduate,Employed,F,Urban,Married,Personal Auto,L1,Offer1,Branch,Sports,Medsize
Oregon,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,L1,Offer2,Call Center,Sports,Large
California,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,L1,Offer1,Agent,Luxury,Medsize
California,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,L3,Offer2,Branch,Sports,Small
California,Extended,High School or Below,Employed,M,Suburban,Single,Corporate Auto,L3,Offer2,Agent,Sports,Small
California,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer2,Branch,Sports,Medsize
Oregon,Premium,Undergraduate,Unemployed,M,Suburban,Married,Corporate Auto,L2,Offer1,Branch,Sports,Small
California,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,L2,Offer1,Branch,Sports,Small
California,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L2,Offer3,Web,Sports,Medsize
California,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,L3,Offer4,Web,Sports,Small
Arizona,Premium,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L2,Offer1,Agent,Luxury,Medsize
Oregon,Basic,Undergraduate,Employed,M,Suburban,Divorced,Corporate Auto,L3,Offer2,Agent,Sports,Medsize
Nevada,Premium,Undergraduate,Employed,F,Suburban,Married,Special Auto,L2,Offer3,Agent,Sports,Large
Oregon,Basic,Undergraduate,Employed,F,Suburban,Single,Corporate Auto,L1,Offer1,Agent,Sports,Medsize
Washington,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,L1,Offer1,Agent,Sports,Medsize
California,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,L3,Offer4,Agent,Sports,Medsize
Oregon,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,L3,Offer1,Agent,Sports,Medsize
California,Basic,Undergraduate,Unemployed,M,Suburban,Divorced,Personal Auto,L3,Offer1,Agent,Sports,Medsize
Oregon,Extended,Undergraduate,Unemployed,F,Suburban,Married,Corporate Auto,L3,Offer3,Branch,Luxury,Medsize
Oregon,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,L3,Offer2,Agent,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L1,Offer2,Call Center,Luxury,Medsize
Washington,Extended,Undergraduate,Unemployed,M,Suburban,Married,Corporate Auto,L3,Offer2,Agent,Sports,Small
California,Basic,Undergraduate,Employed,F,Rural,Divorced,Personal Auto,L3,Offer1,Agent,Luxury,Medsize
Nevada,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,L2,Offer2,Agent,Sports,Medsize
California,Extended,Undergraduate,Employed,F,Urban,Divorced,Personal Auto,L1,Offer1,Web,Sports,Medsize
California,Extended,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,L1,Offer1,Agent,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L1,Offer3,Agent,Sports,Medsize
Washington,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,L3,Offer3,Call Center,Sports,Small
Arizona,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,Offer1,Agent,Sports,Medsize
Arizona,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,L3,Offer2,Branch,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L2,Offer2,Branch,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,F,Rural,Married,Corporate Auto,L3,Offer2,Call Center,Luxury,Medsize
Oregon,Premium,Undergraduate,Employed,F,Suburban,Single,Personal Auto,L3,Offer1,Call Center,Luxury,Medsize
Oregon,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,L3,Offer1,Branch,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,L3,Offer2,Call Center,Sports,Medsize
California,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,L3,Offer4,Call Center,Sports,Large
Arizona,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,L3,Offer2,Agent,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,L2,Offer1,Web,Luxury,Small
Oregon,Basic,High School or Below,Employed,M,Suburban,Divorced,Corporate Auto,L2,Offer4,Call Center,Luxury,Large
Nevada,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,L1,Offer1,Branch,Sports,Medsize
Washington,Basic,Undergraduate,Employed,F,Rural,Married,Corporate Auto,L3,Offer3,Branch,Luxury,Medsize
Oregon,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,L2,Offer1,Agent,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,F,Rural,Single,Corporate Auto,L3,Offer2,Web,Sports,Medsize
California,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L1,Offer1,Branch,Sports,Medsize
Oregon,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,L1,Offer4,Call Center,Luxury,Medsize
Oregon,Basic,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,L2,Offer1,Call Center,Luxury,Medsize
Oregon,Premium,Undergraduate,Employed,M,Urban,Married,Personal Auto,L1,Offer2,Agent,Sports,Medsize
California,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L3,Offer1,Branch,Sports,Medsize
Arizona,Premium,High School or Below,Unemployed,F,Urban,Married,Personal Auto,L1,Offer2,Agent,Sports,Medsize
California,Basic,Undergraduate,Employed,M,Urban,Single,Personal Auto,L2,Offer3,Agent,Sports,Small
Washington,Premium,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer4,Agent,Sports,Medsize
California,Basic,Undergraduate,Employed,M,Rural,Divorced,Personal Auto,L1,Offer1,Branch,Sports,Small
Oregon,Extended,Postgraduate,Employed,M,Urban,Married,Personal Auto,L3,Offer3,Web,Sports,Medsize
California,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,L3,Offer1,Agent,Luxury,Small
Arizona,Extended,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,L2,Offer3,Web,Sports,Medsize
California,Basic,Postgraduate,Employed,F,Suburban,Divorced,Special Auto,L1,Offer2,Branch,Luxury,Medsize
California,Premium,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L2,Offer2,Agent,Sports,Medsize
Oregon,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L2,Offer1,Branch,Luxury,Small
Arizona,Extended,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,L2,Offer2,Agent,Sports,Small
Arizona,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer2,Web,Sports,Medsize
California,Premium,Postgraduate,Employed,F,Urban,Married,Personal Auto,L3,Offer4,Call Center,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,L1,Offer2,Branch,Sports,Small
Oregon,Basic,Postgraduate,Employed,F,Rural,Single,Corporate Auto,L2,Offer1,Branch,Sports,Medsize
Nevada,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,L3,Offer1,Branch,Sports,Medsize
California,Basic,Undergraduate,Employed,F,Urban,Divorced,Personal Auto,L2,Offer2,Branch,Luxury,Medsize
Oregon,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,L1,Offer2,Call Center,Sports,Medsize
Washington,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,L3,Offer2,Agent,Sports,Medsize
Oregon,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,L2,Offer2,Call Center,Sports,Medsize
California,Basic,Undergraduate,Unemployed,M,Suburban,Married,Corporate Auto,L2,Offer1,Branch,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,F,Urban,Married,Special Auto,L2,Offer2,Call Center,Sports,Medsize
Washington,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,L3,Offer2,Agent,Luxury,Medsize
Arizona,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,L3,Offer2,Call Center,Sports,Small
Washington,Premium,Undergraduate,Employed,F,Suburban,Single,Personal Auto,L3,Offer1,Branch,Sports,Small
Nevada,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer1,Branch,Sports,Small
Washington,Extended,Undergraduate,Employed,M,Rural,Married,Personal Auto,L3,Offer4,Agent,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,F,Urban,Married,Special Auto,L2,Offer3,Branch,Luxury,Medsize
California,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L2,Offer1,Agent,Sports,Small
Oregon,Basic,High School or Below,Employed,F,Rural,Single,Personal Auto,L3,Offer2,Web,Sports,Medsize
Oregon,Extended,Undergraduate,Employed,M,Rural,Single,Personal Auto,L1,Offer3,Agent,Luxury,Medsize
California,Extended,Postgraduate,Employed,M,Rural,Divorced,Personal Auto,L3,Offer2,Branch,Sports,Medsize
Oregon,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,L3,Offer1,Agent,Sports,Medsize
California,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,L1,Offer1,Agent,Luxury,Large
Nevada,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,L2,Offer1,Web,Sports,Small
Arizona,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,L2,Offer3,Web,Sports,Medsize
Oregon,Premium,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L2,Offer1,Branch,Sports,Small
California,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L2,Offer4,Call Center,Sports,Medsize
California,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,L1,Offer1,Web,Luxury,Medsize
Nevada,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,L3,Offer1,Call Center,Luxury,Medsize
California,Basic,Undergraduate,Employed,F,Suburban,Divorced,Corporate Auto,L3,Offer1,Agent,Luxury,Medsize
Arizona,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,L3,Offer1,Web,Sports,Medsize
Oregon,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L2,Offer2,Agent,Sports,Large
Oregon,Basic,Undergraduate,Unemployed,M,Suburban,Married,Corporate Auto,L2,Offer1,Branch,Sports,Medsize
Arizona,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,L3,Offer1,Call Center,Sports,Small
Oregon,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,L2,Offer1,Call Center,Luxury,Medsize
California,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,L2,Offer1,Agent,Sports,Medsize
Oregon,Premium,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,L3,Offer1,Agent,Luxury,Medsize
California,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L3,Offer2,Call Center,Sports,Large
Oregon,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L3,Offer1,Branch,Sports,Medsize
California,Basic,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,L3,Offer4,Branch,Luxury,Medsize
Nevada,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L2,Offer2,Agent,Sports,Small
Nevada,Basic,Undergraduate,Unemployed,F,Suburban,Single,Corporate Auto,L3,Offer3,Branch,Luxury,Medsize
Washington,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,L3,Offer1,Branch,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,M,Suburban,Single,Corporate Auto,L3,Offer1,Agent,Sports,Medsize
California,Extended,Undergraduate,Employed,F,Suburban,Single,Personal Auto,L3,Offer1,Call Center,Sports,Medsize
Arizona,Extended,Undergraduate,Employed,M,Urban,Married,Personal Auto,L1,Offer1,Branch,Sports,Medsize
Oregon,Basic,High School or Below,Employed,M,Suburban,Married,Special Auto,L3,Offer2,Call Center,Luxury,Medsize
Arizona,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L1,Offer2,Agent,Luxury,Medsize
Arizona,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L2,Offer3,Agent,Sports,Medsize
California,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,L3,Offer1,Agent,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,M,Suburban,Divorced,Special Auto,L2,Offer2,Agent,Sports,Large
Oregon,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,L3,Offer4,Branch,Sports,Medsize
Oregon,Basic,Undergraduate,Unemployed,M,Suburban,Married,Corporate Auto,L2,Offer2,Agent,Sports,Medsize
Washington,Extended,High School or Below,Employed,M,Rural,Divorced,Personal Auto,L1,Offer1,Call Center,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,M,Suburban,Divorced,Personal Auto,L3,Offer2,Call Center,Sports,Small
Oregon,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L2,Offer1,Branch,Luxury,Medsize
Arizona,Basic,Postgraduate,Employed,F,Suburban,Married,Personal Auto,L2,Offer2,Web,Sports,Medsize
Oregon,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,L3,Offer3,Agent,Sports,Medsize
Oregon,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,L1,Offer2,Branch,Sports,Medsize
Oregon,Extended,Undergraduate,Employed,F,Suburban,Divorced,Personal Auto,L2,Offer1,Call Center,Sports,Medsize
Oregon,Extended,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,L2,Offer1,Branch,Luxury,Small
Oregon,Premium,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,L3,Offer1,Web,Sports,Medsize
Nevada,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,L3,Offer1,Branch,Sports,Small
Washington,Extended,Undergraduate,Employed,M,Urban,Single,Personal Auto,L3,Offer1,Agent,Sports,Medsize
Oregon,Extended,Undergraduate,Employed,F,Suburban,Married,Special Auto,L2,Offer2,Branch,Sports,Medsize
California,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L3,Offer2,Agent,Sports,Large
California,Basic,High School or Below,Employed,M,Rural,Single,Corporate Auto,L3,Offer1,Agent,Sports,Medsize
California,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,L3,Offer1,Branch,Luxury,Small
Oregon,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,L3,Offer2,Agent,Sports,Large
Oregon,Extended,Postgraduate,Employed,F,Rural,Married,Corporate Auto,L2,Offer2,Agent,Sports,Medsize
California,Extended,Undergraduate,Employed,F,Suburban,Single,Personal Auto,L3,Offer2,Call Center,Sports,Small
Oregon,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L2,Offer1,Agent,Sports,Medsize
Oregon,Extended,High School or Below,Employed,F,Suburban,Single,Personal Auto,L3,Offer3,Agent,Luxury,Medsize
Arizona,Extended,Undergraduate,Employed,M,Suburban,Divorced,Corporate Auto,L3,Offer4,Branch,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L1,Offer3,Call Center,Sports,Medsize
Arizona,Basic,Undergraduate,Unemployed,F,Rural,Married,Personal Auto,L3,Offer4,Call Center,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L3,Offer2,Branch,Sports,Small
Arizona,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,L3,Offer2,Agent,Sports,Medsize
California,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,L1,Offer1,Agent,Luxury,Medsize
Nevada,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,L1,Offer2,Branch,Sports,Medsize
Arizona,Extended,Postgraduate,Employed,F,Urban,Married,Personal Auto,L3,Offer2,Agent,Sports,Medsize
California,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,L3,Offer3,Branch,Sports,Small
